ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
467766,0,0,31,0,5,6.0,2,3.0,5,3
460008,1,0,25,0,1,9.0,2,4.0,5,1
461820,0,1,38,1,1,0.0,0,2.0,5,3
459226,0,1,43,1,0,0.0,0,2.0,0,3
460961,1,0,20,0,5,1.0,2,2.0,2,4
463503,1,1,33,1,3,1.0,2,2.0,6,1
460404,1,1,38,1,0,5.0,2,7.0,5,1
461571,1,0,27,0,5,1.0,2,4.0,5,3
467624,1,1,35,0,3,0.0,0,5.0,5,4
463880,0,1,36,0,2,0.0,2,3.0,1,2
462846,0,0,20,0,8,7.0,2,2.0,5,4
459233,0,1,53,1,8,6.0,2,1.0,5,4
465939,0,0,32,1,2,0.0,2,2.0,5,4
467118,1,1,55,1,3,1.0,0,3.0,6,2
463815,1,1,37,1,3,0.0,0,2.0,5,3
459127,1,0,43,1,5,1.0,2,7.0,5,4
460165,0,0,40,1,3,0.0,2,1.0,2,1
461678,0,1,87,0,7,1.0,2,1.0,5,1
465096,1,1,86,0,7,13.0,2,1.0,5,1
464522,0,0,42,1,2,11.0,2,1.0,5,4
460886,1,0,37,1,0,0.0,2,1.0,5,2
462184,1,0,19,0,1,0.0,2,4.0,5,4
462956,1,1,42,0,0,7.0,0,5.0,5,2
466422,1,1,33,0,1,0.0,2,4.0,3,4
465324,1,1,41,1,0,8.0,2,2.0,5,2
467257,1,0,22,0,5,10.0,2,4.0,5,4
460254,0,0,32,1,0,1.0,2,2.0,5,2
463158,1,1,83,1,4,0.0,1,3.0,5,2
467866,1,1,50,1,0,1.0,0,3.0,5,3
461685,0,0,30,1,5,4.0,2,4.0,5,4
460208,1,0,27,0,0,9.0,2,8.0,5,4
462151,0,0,35,1,0,8.0,2,1.0,5,2
462853,1,0,23,0,5,1.0,2,2.0,5,4
465239,1,1,56,1,0,0.0,0,3.0,5,2
467508,0,0,25,0,1,1.0,2,3.0,5,2
466867,0,0,27,0,6,14.0,2,1.0,5,4
467738,1,1,43,1,1,3.0,0,2.0,5,2
465590,1,1,40,1,0,1.0,0,5.0,5,1
459805,0,1,45,0,0,4.0,0,4.0,5,2
465013,0,1,82,0,7,0.0,1,2.0,5,3
459240,0,0,28,1,0,1.0,2,1.0,5,1
462344,0,1,63,1,0,0.0,1,4.0,5,3
460388,0,0,35,1,0,13.0,2,2.0,5,2
464218,0,1,89,0,7,1.0,1,2.0,5,1
465955,1,0,25,1,8,8.0,2,3.0,5,1
462928,1,1,49,1,0,2.0,0,4.0,1,3
460889,0,1,47,1,0,1.0,2,2.0,5,2
459669,1,1,30,1,0,0.0,0,2.0,5,2
467849,0,1,40,1,1,0.0,2,1.0,1,1
466873,1,1,39,1,5,7.0,0,5.0,2,1
464837,1,1,61,1,0,1.0,0,5.0,3,2
462581,0,0,28,0,2,1.0,2,4.0,3,1
466237,1,0,18,0,5,0.0,2,3.0,3,4
462707,0,1,55,1,0,0.0,0,4.0,5,3
467060,1,0,39,0,2,5.0,2,2.0,5,4
460281,0,0,29,1,1,10.0,2,5.0,5,4
460164,1,1,66,0,2,1.0,2,2.0,5,1
460431,0,0,46,1,2,1.0,2,1.0,5,4
466901,0,1,52,1,0,0.0,0,3.0,6,3
463328,0,0,23,0,5,0.0,2,4.0,5,4
462246,0,1,84,0,7,1.0,1,2.0,5,2
462371,0,0,27,0,5,5.0,2,3.0,1,4
462022,0,1,37,1,0,1.0,0,3.0,2,2
460662,0,0,46,0,6,9.0,2,1.0,5,4
464022,0,0,22,0,5,0.0,2,3.0,5,4
461819,1,1,42,1,0,0.0,0,2.0,5,3
465735,0,1,35,1,0,1.0,2,2.0,2,2
462804,1,1,39,0,4,5.0,1,3.0,3,4
464138,0,0,27,1,5,0.0,2,4.0,5,2
464224,1,1,65,0,2,1.0,1,2.0,5,2
463289,0,1,39,1,0,0.0,0,3.0,2,3
462038,1,0,31,1,0,4.0,2,4.0,5,1
463341,0,1,48,0,2,1.0,0,6.0,2,1
463185,0,1,58,1,0,1.0,0,2.0,5,3
464379,0,1,40,1,2,12.0,0,3.0,5,2
464521,1,0,26,0,1,2.0,2,4.0,5,2
459575,1,0,35,1,0,0.0,2,1.0,5,1
460003,1,0,49,1,1,5.0,2,1.0,5,4
462226,1,1,26,0,0,7.0,2,4.0,3,1
466675,0,1,49,1,0,2.0,0,2.0,5,3
461124,1,0,19,0,5,1.0,2,8.0,3,4
464638,1,0,39,1,0,2.0,2,3.0,3,2
462374,1,1,37,1,4,0.0,1,4.0,5,2
463526,1,0,41,1,1,0.0,2,1.0,5,1
462912,0,0,26,1,6,8.0,2,2.0,5,4
462604,0,1,38,0,1,1.0,0,3.0,3,1
460708,1,1,35,1,0,0.0,2,3.0,5,3
467015,1,1,49,1,0,0.0,0,2.0,5,3
467245,0,0,38,0,1,0.0,2,1.0,5,3
463619,1,1,70,0,4,1.0,1,2.0,5,1
467246,1,0,21,0,1,9.0,2,3.0,6,4
462969,1,1,58,1,0,8.0,2,1.0,2,2
460959,0,0,28,0,0,5.0,2,5.0,2,3
461911,1,1,57,0,4,0.0,2,1.0,5,1
459882,1,1,37,1,0,1.0,0,2.0,5,2
459632,0,1,52,0,8,1.0,1,3.0,3,4
462613,0,1,35,0,2,0.0,0,5.0,3,4
466455,0,1,30,1,1,4.0,2,2.0,5,4
462394,1,1,35,1,0,0.0,0,2.0,5,3
462010,0,0,31,1,0,14.0,2,3.0,1,1
461371,1,1,37,1,1,0.0,0,2.0,5,1
462376,1,1,71,1,4,0.0,1,2.0,5,2
459845,1,1,66,1,5,0.0,2,1.0,3,4
462583,1,0,26,1,0,0.0,2,4.0,3,4
459858,0,0,31,0,5,8.0,2,4.0,5,4
459091,1,1,67,1,0,0.0,0,6.0,0,2
467135,0,1,51,1,0,1.0,0,5.0,5,3
460413,0,0,39,1,0,7.0,2,1.0,5,2
466206,0,1,60,1,0,2.0,0,2.0,2,3
467382,1,1,36,1,1,9.0,0,2.0,5,3
463801,0,0,30,0,2,0.0,2,1.0,5,1
460296,0,1,60,1,0,1.0,2,2.0,5,1
463524,0,1,40,1,0,6.0,0,2.0,5,3
461775,0,1,83,0,7,0.0,1,2.0,5,2
462833,1,1,33,0,1,0.0,0,5.0,5,4
465506,1,1,43,1,3,1.0,0,4.0,3,2
463366,1,1,71,0,7,0.0,2,5.0,2,4
464987,1,1,50,1,4,1.0,1,5.0,5,2
459114,1,1,57,1,0,1.0,0,2.0,5,3
467928,1,1,35,1,0,2.0,0,2.0,5,3
462881,0,1,66,1,0,0.0,1,3.0,5,2
466524,0,1,46,1,0,0.0,2,1.0,2,2
463191,1,0,26,0,5,1.0,2,1.0,3,4
460861,1,0,21,0,5,1.0,2,3.0,2,4
465610,0,0,42,1,0,8.0,2,2.0,5,3
460206,0,1,40,1,3,1.0,2,2.0,5,2
462876,1,0,27,0,1,0.0,2,4.0,0,4
465333,0,1,37,1,0,2.0,2,2.0,6,3
460379,1,0,35,1,0,9.0,2,3.0,5,1
462991,1,0,28,1,5,0.0,2,1.0,5,4
460307,1,0,27,0,3,6.0,2,2.0,5,4
464383,0,1,81,1,7,1.0,2,1.0,5,3
467931,1,0,25,1,1,0.0,2,2.0,5,4
466594,1,1,72,1,4,1.0,1,2.0,5,3
461200,0,0,33,1,1,0.0,2,5.0,5,3
465600,1,1,40,1,2,7.0,2,2.0,2,2
459688,1,0,52,1,0,3.0,2,1.0,5,2
463549,1,0,23,0,5,0.0,2,4.0,5,4
466696,0,1,48,1,0,2.0,0,4.0,5,3
462906,0,0,31,0,5,0.0,2,4.0,5,4
461527,0,0,35,1,0,1.0,2,1.0,5,2
461354,0,0,63,0,3,0.0,2,1.0,1,2
461661,0,1,37,1,0,7.0,0,2.0,1,3
463532,0,1,67,1,0,9.0,2,3.0,5,2
465627,0,0,37,1,5,1.0,2,1.0,5,2
465242,1,0,22,0,5,7.0,2,4.0,2,4
465170,0,1,46,1,3,4.0,2,3.0,5,3
467359,1,1,41,1,0,6.0,0,2.0,5,3
460415,0,0,59,1,3,1.0,2,2.0,5,1
459432,1,1,84,1,7,0.0,2,3.0,5,1
467141,1,1,50,1,0,1.0,2,3.0,5,1
465035,0,1,74,1,7,12.0,1,2.0,5,3
461415,1,0,48,1,3,0.0,2,3.0,5,1
461957,1,1,47,1,3,1.0,0,4.0,5,3
465523,0,1,45,1,2,0.0,1,5.0,5,3
465279,1,1,53,1,5,0.0,1,4.0,5,1
463782,0,0,29,1,0,8.0,2,1.0,5,1
463243,1,0,19,0,5,0.0,2,3.0,5,4
465489,0,0,50,1,2,1.0,2,5.0,5,1
467100,0,0,42,1,0,0.0,2,1.0,1,2
460154,1,0,29,1,3,8.0,2,4.0,5,3
464030,1,0,18,0,3,1.0,2,4.0,5,4
463220,1,1,46,0,2,0.0,0,3.0,5,2
467564,1,1,72,1,0,0.0,0,2.0,5,2
465113,1,1,66,1,7,1.0,1,2.0,3,3
465965,0,1,41,0,8,8.0,2,2.0,5,1
460907,1,1,82,0,7,1.0,1,3.0,5,1
467314,1,1,43,0,0,0.0,0,2.0,5,3
459951,1,1,53,1,0,0.0,2,1.0,5,1
467295,1,0,29,0,5,0.0,2,3.0,5,3
466212,0,1,53,1,0,0.0,0,3.0,5,3
463533,0,1,87,1,0,1.0,1,2.0,1,3
467890,1,1,62,1,3,0.0,0,4.0,5,2
467541,1,1,43,1,0,1.0,1,3.0,5,1
460183,1,0,36,0,3,8.0,2,2.0,5,4
463634,0,0,30,1,1,0.0,2,3.0,5,1
463100,0,0,37,0,6,8.0,2,1.0,5,4
460550,0,1,59,1,0,0.0,0,4.0,2,3
465867,0,1,35,1,0,8.0,1,5.0,5,2
462964,1,1,39,0,0,7.0,0,3.0,5,3
466685,0,0,19,0,5,0.0,2,5.0,5,4
463005,0,1,40,1,6,10.0,0,2.0,3,2
464796,1,1,43,0,8,3.0,1,4.0,3,1
460682,1,1,43,0,0,6.0,2,2.0,2,2
459744,1,1,29,1,0,9.0,0,2.0,5,2
460084,0,0,27,1,5,1.0,2,2.0,5,4
461119,0,0,23,0,5,6.0,2,3.0,2,4
463441,1,1,42,1,0,8.0,1,4.0,5,3
466971,1,0,65,1,4,9.0,2,3.0,5,4
463208,1,1,57,1,4,1.0,0,5.0,5,3
467877,0,1,46,1,0,0.0,0,2.0,5,3
464471,1,1,30,1,1,0.0,2,3.0,5,4
467360,1,1,51,1,0,0.0,0,4.0,5,2
461576,1,1,39,1,0,10.0,2,2.0,3,3
461966,0,0,41,1,0,1.0,2,1.0,5,3
463398,1,0,29,0,8,9.0,2,4.0,2,3
466096,1,1,76,1,7,0.0,2,2.0,3,2
461082,1,0,23,0,5,8.0,2,4.0,0,4
465942,0,1,33,1,8,8.0,1,2.0,5,4
464354,0,0,43,1,2,3.0,2,2.0,3,1
464252,1,1,35,1,0,1.0,0,4.0,5,3
463463,1,1,32,0,1,0.0,2,2.0,5,1
465592,1,1,65,1,3,1.0,2,1.0,5,2
462214,1,1,49,0,1,1.0,2,2.0,3,4
466707,0,1,48,1,6,1.0,2,4.0,5,2
459956,0,1,39,1,5,8.0,0,2.0,5,4
460847,1,0,27,1,0,1.0,2,3.0,5,1
462816,1,1,76,0,3,0.0,2,1.0,5,4
461979,1,1,35,1,0,9.0,0,2.0,5,3
467170,1,1,35,1,0,8.0,2,4.0,6,1
462609,0,1,48,0,1,4.0,2,1.0,3,4
466332,1,0,23,0,5,0.0,2,3.0,1,4
459594,0,1,42,1,0,5.0,2,1.0,5,1
464147,1,1,41,1,0,0.0,1,3.0,5,3
464119,1,1,36,1,0,0.0,0,2.0,5,3
463310,1,1,60,1,3,0.0,2,2.0,2,1
465706,0,1,46,1,0,1.0,0,3.0,5,3
466174,0,0,20,0,5,8.0,2,4.0,1,4
463596,0,0,31,0,5,0.0,2,4.0,5,3
465455,1,0,26,0,1,0.0,2,2.0,5,4
462867,1,1,28,0,0,1.0,2,2.0,5,1
459140,0,0,18,0,5,7.0,2,6.0,5,4
464295,0,0,30,0,5,7.0,2,6.0,3,3
460067,0,0,39,1,3,11.0,2,1.0,5,1
467222,1,1,74,1,3,1.0,0,2.0,5,1
461482,0,0,52,1,0,9.0,2,1.0,5,3
463722,1,1,55,1,4,9.0,1,2.0,5,3
462278,1,0,31,1,5,0.0,2,4.0,5,3
463799,0,0,41,1,0,0.0,2,4.0,1,2
464259,1,1,59,1,0,1.0,0,4.0,5,2
467159,0,1,39,1,6,8.0,1,2.0,5,4
462003,1,1,79,0,7,9.0,2,3.0,5,4
464298,1,0,26,0,1,1.0,2,1.0,5,1
465039,0,1,88,0,7,0.0,1,2.0,5,2
467973,0,1,66,1,2,0.0,0,3.0,5,1
461721,1,0,26,1,3,7.0,2,5.0,4,4
463166,0,0,41,1,0,1.0,2,1.0,3,1
465944,0,1,36,0,2,4.0,1,3.0,6,1
461061,0,0,38,1,2,3.0,2,1.0,1,2
463010,1,1,81,0,4,0.0,2,1.0,5,4
464756,0,0,25,0,2,5.0,2,3.0,3,2
464006,1,0,32,0,5,0.0,2,5.0,5,2
461206,1,0,28,1,5,9.0,2,1.0,5,4
466216,1,0,29,0,3,1.0,2,4.0,3,1
463690,0,0,28,0,5,7.0,2,4.0,5,4
465929,1,0,26,1,5,8.0,2,5.0,5,4
461736,1,1,47,1,3,1.0,0,4.0,5,3
460402,0,1,50,1,1,1.0,2,2.0,6,1
467367,1,1,70,1,7,1.0,2,2.0,5,2
464918,1,0,39,0,0,1.0,2,1.0,3,4
461639,1,1,60,1,0,0.0,0,2.0,5,1
464254,1,1,63,1,3,0.0,0,3.0,5,3
462579,0,1,68,0,7,1.0,2,2.0,3,2
466976,1,1,47,1,0,0.0,2,1.0,5,2
467079,1,1,40,1,0,1.0,2,2.0,5,2
467724,1,1,46,0,0,1.0,1,3.0,5,2
459792,1,1,42,1,0,6.0,2,3.0,5,1
464789,0,1,48,1,0,0.0,0,5.0,3,2
467143,0,0,53,0,7,1.0,2,3.0,5,4
464370,1,1,65,1,3,0.0,0,2.0,5,2
459415,1,0,26,0,1,0.0,2,4.0,5,1
459387,1,0,35,1,1,0.0,2,1.0,5,4
467895,0,0,27,1,5,0.0,2,4.0,5,3
459838,0,1,86,0,7,0.0,1,2.0,5,3
463695,0,0,30,1,1,1.0,2,4.0,1,1
464512,1,1,43,0,4,8.0,2,3.0,5,1
467419,0,1,38,1,0,4.0,2,1.0,5,2
462511,0,1,66,1,7,1.0,1,2.0,5,3
464124,0,1,74,1,1,1.0,2,2.0,5,2
466194,1,1,89,0,7,0.0,2,1.0,5,1
461807,1,0,30,1,1,10.0,2,4.0,5,4
460456,1,1,33,0,4,0.0,1,5.0,2,4
462932,0,1,37,1,6,3.0,1,3.0,5,1
461297,1,1,69,0,7,0.0,1,2.0,5,3
464430,0,1,51,1,2,6.0,0,2.0,5,3
459416,1,0,19,0,0,10.0,2,3.0,5,1
464743,1,1,45,1,3,0.0,0,2.0,3,2
466276,0,0,32,0,1,0.0,2,5.0,3,4
467829,0,0,22,0,1,3.0,2,4.0,1,4
463813,0,0,26,0,2,1.0,2,6.0,5,1
461733,0,1,43,1,0,0.0,1,3.0,5,2
466925,1,0,19,0,5,7.0,2,2.0,5,4
467846,1,1,48,1,0,1.0,0,3.0,5,3
459596,0,1,61,1,1,1.0,0,2.0,5,2
460597,0,0,20,0,8,1.0,2,2.0,2,4
467788,1,0,22,0,5,0.0,2,4.0,5,4
467966,0,0,31,1,3,9.0,2,3.0,6,4
464503,1,0,25,1,0,9.0,2,3.0,5,1
460242,1,1,41,1,5,8.0,2,3.0,5,3
467014,1,1,36,1,4,9.0,1,3.0,5,3
466637,1,1,48,1,0,1.0,1,5.0,1,3
462553,1,0,27,0,0,1.0,2,1.0,5,2
459287,1,0,35,1,7,1.0,2,1.0,3,4
464074,0,1,39,1,1,0.0,0,3.0,5,3
463734,1,1,38,0,4,0.0,0,3.0,5,1
466575,0,1,57,1,0,7.0,0,3.0,5,3
459193,1,0,38,1,0,1.0,2,1.0,5,1
462143,1,1,80,0,0,1.0,2,2.0,5,1
467140,1,1,61,1,3,9.0,0,2.0,5,3
463356,1,0,29,1,5,5.0,2,4.0,1,4
466797,0,0,23,0,5,1.0,2,4.0,5,4
459234,0,1,83,0,7,1.0,2,1.0,5,4
460442,1,1,37,1,3,0.0,0,3.0,5,2
463901,1,1,35,0,0,0.0,2,6.0,3,3
465494,1,1,41,1,1,9.0,0,2.0,5,2
459239,1,1,81,0,3,1.0,2,1.0,5,1
466379,0,1,58,1,6,2.0,2,1.0,5,3
464759,0,0,38,0,2,8.0,2,1.0,3,1
461994,1,1,18,0,1,10.0,2,2.0,5,4
461802,1,0,37,1,0,1.0,2,4.0,5,2
462527,1,1,43,0,0,4.0,0,2.0,5,3
461800,0,0,36,1,1,4.0,2,1.0,1,2
460933,0,1,76,1,7,0.0,1,2.0,5,1
460189,1,0,33,0,3,14.0,2,1.0,5,4
459031,1,1,43,0,4,1.0,1,5.0,3,2
464673,1,1,47,0,4,1.0,1,7.0,1,4
459101,1,1,81,0,7,8.0,2,2.0,5,2
460136,1,0,27,1,0,10.0,2,3.0,5,4
460973,1,0,29,0,3,1.0,2,5.0,5,4
460187,0,0,38,1,1,4.0,2,3.0,5,1
459700,1,1,37,1,4,0.0,0,5.0,5,2
464787,1,0,47,0,3,1.0,2,1.0,3,1
462614,1,1,51,0,3,1.0,0,5.0,3,4
460813,0,1,86,0,7,1.0,1,2.0,5,1
462698,0,1,56,1,3,1.0,0,2.0,5,1
463344,1,1,59,1,0,3.0,0,2.0,5,2
463633,1,1,33,1,1,0.0,0,2.0,5,2
462317,0,0,32,0,3,3.0,2,6.0,3,4
467353,1,1,26,0,0,3.0,2,2.0,5,1
464553,1,1,70,1,0,1.0,2,2.0,5,2
463518,1,1,30,0,4,5.0,1,4.0,5,1
459711,1,1,37,0,4,9.0,1,6.0,5,4
460788,0,0,30,1,1,0.0,2,9.0,3,1
459392,0,0,23,0,1,0.0,2,3.0,5,3
467887,0,0,42,1,0,0.0,2,2.0,0,2
467743,1,1,48,0,4,1.0,1,4.0,0,2
460368,1,0,28,1,5,0.0,2,7.0,5,3
463126,0,1,65,1,0,3.0,0,2.0,5,3
467046,0,0,28,0,1,0.0,2,5.0,2,1
462439,1,0,18,0,5,1.0,2,4.0,5,4
464182,1,1,35,1,0,4.0,0,2.0,1,3
464810,0,0,27,0,2,1.0,2,1.0,3,1
464234,1,1,68,1,3,0.0,2,3.0,1,1
464683,1,1,52,0,2,0.0,0,6.0,3,2
463349,1,0,20,0,5,5.0,2,5.0,1,4
465866,1,1,35,1,0,7.0,2,3.0,5,4
465261,0,0,21,1,5,0.0,2,4.0,0,4
459780,0,0,42,0,3,1.0,2,3.0,5,1
462031,0,1,50,1,0,0.0,0,2.0,5,3
463941,0,0,32,0,0,1.0,2,6.0,3,4
466842,1,0,19,0,5,8.0,2,5.0,1,4
459014,1,0,22,0,5,0.0,2,4.0,5,4
462420,1,0,27,1,5,1.0,2,3.0,5,3
465250,1,0,22,0,5,0.0,2,4.0,3,4
466513,0,1,55,1,0,1.0,0,3.0,5,2
461791,0,0,22,0,7,8.0,2,1.0,5,4
464586,0,0,46,1,0,1.0,2,1.0,2,2
461391,1,1,65,1,3,3.0,2,3.0,5,3
466658,0,0,18,0,5,0.0,2,4.0,5,4
459728,0,1,53,1,0,2.0,0,4.0,5,3
462219,1,1,59,0,4,0.0,2,5.0,3,2
467553,0,0,32,1,5,8.0,2,3.0,5,4
459655,1,1,39,1,0,1.0,0,3.0,5,2
462182,1,1,88,0,0,7.0,2,1.0,5,4
459119,1,1,61,1,4,9.0,1,3.0,5,3
460721,1,0,21,0,5,1.0,2,4.0,5,4
459517,1,0,31,1,5,1.0,2,4.0,5,4
461441,1,1,58,1,0,1.0,0,4.0,5,3
465390,0,0,27,1,8,3.0,2,3.0,5,4
466160,0,1,51,1,2,1.0,0,2.0,5,3
463842,0,1,48,1,2,0.0,1,4.0,5,2
465902,1,0,25,1,4,3.0,2,3.0,5,4
467034,1,1,89,0,4,0.0,1,2.0,5,1
465747,0,0,40,1,0,6.0,2,1.0,5,3
464203,1,0,56,1,0,2.0,2,1.0,5,2
462373,1,1,36,1,3,9.0,1,3.0,5,2
465364,0,0,38,1,1,5.0,2,5.0,1,1
464280,1,1,47,1,3,1.0,2,4.0,5,3
460993,1,1,61,1,0,1.0,0,4.0,5,3
464227,1,1,89,1,7,0.0,1,2.0,5,3
461141,1,1,55,0,6,2.0,2,1.0,2,1
467282,0,1,43,1,0,4.0,0,2.0,5,1
459790,1,0,28,0,1,10.0,2,3.0,5,3
464670,1,1,42,0,3,0.0,0,4.0,3,2
461136,1,0,59,1,0,1.0,2,1.0,5,2
460283,1,1,43,1,1,14.0,2,2.0,5,1
460337,0,0,42,1,8,10.0,2,3.0,5,4
463275,1,1,29,0,3,7.0,0,2.0,2,4
466861,0,0,21,0,5,8.0,2,7.0,1,4
463177,1,0,41,1,3,7.0,2,2.0,0,4
461874,1,1,48,1,1,0.0,0,3.0,2,1
462506,1,0,31,0,5,1.0,2,4.0,5,3
466868,1,0,26,1,1,4.0,2,3.0,1,1
461253,0,0,18,0,5,0.0,2,5.0,3,4
461830,1,1,42,1,4,1.0,1,3.0,5,3
464748,0,1,52,0,2,9.0,0,5.0,3,2
461904,0,1,50,1,0,4.0,0,2.0,4,3
467562,1,1,71,1,4,0.0,1,3.0,5,1
465168,0,1,59,0,3,8.0,0,2.0,5,2
459162,0,1,85,1,7,0.0,1,2.0,5,1
462831,1,1,29,0,4,1.0,1,3.0,5,4
465576,1,1,43,0,4,4.0,0,5.0,3,1
464474,0,0,52,1,0,1.0,2,1.0,5,1
465169,0,0,59,1,1,0.0,2,4.0,5,2
460235,0,0,23,0,5,1.0,2,3.0,5,4
462580,0,0,39,1,0,0.0,2,1.0,3,2
467313,1,1,39,1,3,1.0,0,2.0,5,2
460400,0,1,46,1,3,5.0,2,2.0,5,1
463406,1,0,33,0,8,0.0,2,4.0,2,3
459135,1,1,53,1,4,0.0,1,4.0,5,3
462972,0,1,62,1,0,1.0,2,1.0,5,2
466284,1,1,46,1,0,1.0,0,5.0,1,3
464410,1,1,40,1,0,0.0,0,2.0,5,3
466005,1,0,62,1,3,1.0,2,4.0,1,3
459206,0,0,25,0,0,1.0,2,3.0,5,3
461156,1,0,22,0,8,3.0,2,6.0,2,4
465515,0,1,47,1,0,1.0,1,6.0,5,2
460883,1,1,68,1,0,0.0,1,2.0,5,2
465380,1,0,25,0,3,5.0,2,2.0,5,4
461218,1,1,27,0,4,0.0,2,6.0,5,4
467186,1,1,38,1,3,2.0,0,3.0,2,2
461859,0,1,46,0,0,5.0,2,5.0,5,3
467821,0,1,37,1,0,1.0,2,2.0,5,3
462525,0,1,41,1,0,0.0,0,2.0,5,3
462787,0,0,29,0,0,1.0,2,1.0,2,1
459055,0,0,19,0,3,1.0,2,5.0,5,4
462605,1,1,82,0,4,1.0,1,2.0,3,4
461252,0,1,48,1,1,1.0,2,1.0,2,4
464340,1,1,67,1,0,1.0,1,2.0,5,2
461872,0,1,77,1,7,0.0,1,2.0,5,2
467423,1,1,61,1,0,0.0,2,1.0,5,2
463865,1,1,46,1,0,0.0,0,5.0,5,2
458984,1,1,39,1,0,0.0,0,3.0,5,3
459142,0,1,89,1,0,0.0,1,3.0,5,3
466389,0,1,47,1,2,0.0,0,2.0,5,1
460632,0,0,22,0,5,0.0,2,3.0,2,4
465626,0,0,42,1,0,7.0,2,3.0,5,3
461768,1,1,69,1,0,0.0,1,2.0,5,3
462242,0,0,30,1,3,0.0,2,5.0,0,4
466949,1,1,39,0,4,12.0,1,7.0,5,2
465479,1,0,27,0,0,1.0,2,1.0,3,4
464845,1,1,30,0,2,1.0,0,3.0,3,1
465066,1,1,47,1,4,7.0,1,4.0,5,3
466817,0,1,81,0,7,0.0,1,2.0,5,2
466436,1,1,42,0,1,0.0,0,3.0,5,2
467974,0,0,43,1,0,1.0,2,1.0,3,2
460341,0,0,31,0,3,11.0,2,5.0,6,4
467463,0,1,39,1,0,8.0,0,3.0,5,2
466235,0,1,57,1,0,0.0,0,4.0,3,3
466094,0,0,31,0,5,0.0,2,3.0,5,2
461451,0,0,28,1,2,1.0,2,6.0,1,1
460473,1,1,58,1,0,0.0,0,2.0,3,2
461786,1,1,71,1,7,0.0,1,2.0,5,3
466745,0,1,36,1,6,0.0,0,2.0,5,2
460124,0,0,43,1,0,1.0,2,3.0,5,1
459910,1,1,69,1,0,1.0,2,2.0,5,2
464082,1,1,77,1,7,0.0,2,1.0,5,1
461487,1,1,50,1,0,1.0,0,4.0,5,3
465188,0,1,50,1,0,1.0,0,4.0,5,2
467255,0,0,40,1,5,6.0,2,2.0,5,4
466993,0,1,43,1,2,9.0,0,2.0,5,3
464403,0,1,65,1,7,0.0,1,3.0,5,3
461518,0,1,46,1,0,0.0,0,4.0,2,2
464848,1,1,35,0,3,1.0,0,4.0,3,2
460715,0,1,86,0,7,0.0,1,2.0,5,1
466963,1,0,63,0,3,7.0,2,1.0,5,1
466508,0,1,40,1,0,9.0,0,5.0,5,2
460125,0,1,55,1,0,10.0,2,1.0,5,2
462325,1,0,37,1,5,1.0,2,4.0,3,2
461537,1,0,31,1,0,0.0,2,1.0,5,2
461679,1,0,28,1,5,4.0,2,4.0,5,4
463559,0,1,48,1,2,1.0,1,3.0,5,2
467018,1,1,57,1,0,1.0,0,5.0,5,3
466104,1,1,81,1,7,1.0,2,1.0,5,2
467825,0,0,21,0,8,1.0,2,8.0,5,3
466599,0,0,33,1,5,1.0,2,2.0,5,3
466724,1,0,38,1,0,0.0,2,2.0,5,2
467881,0,0,33,1,0,10.0,2,1.0,6,1
462578,1,1,38,1,0,8.0,0,2.0,3,2
459177,0,1,39,1,0,1.0,0,4.0,5,1
459232,0,1,59,1,0,0.0,1,2.0,5,3
467019,1,1,80,1,7,1.0,2,1.0,5,3
462122,1,1,42,0,3,6.0,2,3.0,5,2
459776,1,1,75,1,7,2.0,2,1.0,5,4
466074,0,0,29,0,2,9.0,2,2.0,3,1
461528,0,0,33,1,2,1.0,2,2.0,5,1
464375,0,1,63,1,0,1.0,2,2.0,5,2
460138,1,0,33,1,3,9.0,2,6.0,5,4
460232,1,0,22,0,5,8.0,2,4.0,5,4
464444,1,1,36,1,0,8.0,0,2.0,5,3
467783,0,1,53,1,0,0.0,0,3.0,5,3
460497,1,1,35,1,3,6.0,2,5.0,2,4
465124,0,1,29,1,5,6.0,0,2.0,5,1
464602,0,1,31,1,5,0.0,2,1.0,0,4
465581,1,1,38,1,0,0.0,2,4.0,2,1
462750,1,0,22,0,5,9.0,2,8.0,5,4
461258,0,1,57,1,0,1.0,0,3.0,3,3
464958,0,1,42,0,2,1.0,0,6.0,3,2
462268,0,1,77,1,7,6.0,1,2.0,5,2
460920,1,1,79,1,7,1.0,1,2.0,5,3
463816,1,1,53,1,5,3.0,1,4.0,6,2
461712,0,1,42,1,0,1.0,2,2.0,5,1
461846,0,0,72,1,0,1.0,2,2.0,1,2
464315,1,1,71,0,4,1.0,0,2.0,5,3
467607,0,0,25,0,2,9.0,2,1.0,5,4
465224,1,1,61,1,4,0.0,2,3.0,5,4
463181,1,1,48,1,1,5.0,0,3.0,4,2
467932,0,0,28,0,5,0.0,2,4.0,5,4
466876,0,1,43,1,3,0.0,0,2.0,1,3
464071,1,1,82,1,7,0.0,1,2.0,5,2
464202,1,1,40,1,0,14.0,2,1.0,5,1
467163,1,0,32,0,5,9.0,2,3.0,5,4
461932,0,0,21,0,5,3.0,2,2.0,3,4
467280,0,0,28,0,3,10.0,2,2.0,5,4
463658,1,1,43,1,0,3.0,0,3.0,5,3
460579,0,1,38,0,2,0.0,0,5.0,2,1
